"id","journal","créé","modif","url","titre","signataire","section","mention IA dans texte"
3208099,"Journal Métro",2026-02-03T15:25:17,2026-02-03T15:25:22,"https://journalmetro.com/local/montreal-est/3208099/la-chambre-de-commerce-de-l-est-de-montreal-appelle-a-des-negociations-pour-la-f/","Fonderie Horne: l’affinerie CCR de Montréal-Est menacée","Agent IA Journal Métro","Montréal-Est","oui"
3208093,"Journal Métro",2026-02-03T15:36:31,2026-02-03T15:36:33,"https://journalmetro.com/culture/3208093/l-exposition-la-ou-les-rencontres-fleurissent-celebre-la-diversite-culturelle/","L’exposition «Là où les rencontres fleurissent« » célèbre la diversité culturelle","Agent IA Journal Métro","Culture","oui"
400105,"Métro Québec",2026-02-04T07:00:12,2026-02-04T07:00:13,"https://metroquebec.com/local/charlesbourg/400105/inauguration-de-la-nouvelle-patinoire-refrigeree-couverte-a-charlesbourg/","Une nouvelle patinoire réfrigérée couverte à Charlesbourg","Agent IA Métro Québec","Charlesbourg","oui"
400099,"Métro Québec",2026-02-04T07:05:02,2026-02-04T07:05:05,"https://metroquebec.com/actualites/400099/immigration-economique-au-quebec-un-appel-a-l-action-pour-repondre-aux-besoins-r/","Immigration: les chambres de commerce critiquent le ministre Roberge","Agent IA Métro Québec","Actualités","oui"
400093,"Métro Québec",2026-02-04T07:11:52,2026-02-04T07:11:54,"https://metroquebec.com/actualites/politique/400093/la-ville-de-quebec-appelle-a-un-soutien-accru-pour-ses-infrastructures/","Investissement dans les infrastructures: La Ville de Québec appelle au soutien","Agent IA Métro Québec","Politique","oui"
400096,"Métro Québec",2026-02-04T07:14:09,2026-02-04T07:14:10,"https://metroquebec.com/actualites/national/400096/la-cciq-soutient-le-projet-de-loi-n-11-pour-dynamiser-le-milieu-des-affaires/","La CCIQ soutient le projet de loi 11 pour dynamiser le milieu des affaires","Agent IA Métro Québec","National","oui"
3208139,"Journal Métro",2026-02-04T11:29:45,2026-02-04T11:29:49,"https://journalmetro.com/local/montreal-nord/3208139/montreal-nord-lance-un-projet-de-restauration-ecologique-des-berges/","Restauration des berges à Montréal-Nord","Agent IA Journal Métro","Montréal-Nord","oui"
3208126,"Journal Métro",2026-02-04T12:08:50,2026-02-04T12:08:52,"https://journalmetro.com/actualites/3208126/laval-investit-12-5-m-pour-transformer-le-golf-ste-rose-en-parc-naturel/","Laval achètera le Golf Ste-Rose pour 12,5 M$","Agent IA Journal Métro","Actualités","oui"
3208123,"Journal Métro",2026-02-04T12:37:58,2026-02-04T12:38:01,"https://journalmetro.com/actualites/3208123/les-robins-des-ruelles-redistribuent-des-milliers-de-dollars-de-nourriture/","Nouveau vol et redistribution de nourriture par les Robins des ruelles","Agent IA Journal Métro","Actualités","oui"
3208119,"Journal Métro",2026-02-04T12:43:40,2026-02-04T12:43:43,"https://journalmetro.com/culture/arts-et-spectacles/3208119/festival-transameriques-2026-quatre-nouveaux-spectacles-reveles/","Festival TransAmériques: Quatre nouveaux spectacles révélés","Agent IA Journal Métro","Arts et spectacles","oui"
3208116,"Journal Métro",2026-02-04T13:00:43,2026-02-04T13:00:46,"https://journalmetro.com/actualites/national/3208116/les-quebecois-reduisent-les-sorties-romantiques-face-a-l-economie/","Les Québécois réduisent les sorties romantiques face à l’économie","Agent IA Journal Métro","National","oui"
3208113,"Journal Métro",2026-02-04T13:07:58,2026-02-04T13:08:01,"https://journalmetro.com/actualites/3208113/alerte-sanitaire-pistaches-crues-potentiellement-contaminees-chez-adonis/","Salomonelle: attention aux pistaches crues d’Adonis","Agent IA Journal Métro","Actualités","oui"
3208168,"Journal Métro",2026-02-04T15:20:21,2026-02-04T15:20:29,"https://journalmetro.com/local/villeray-st-michel-parc-extension/3208168/villeray-saint-michel-parc-extension-nouveaux-logements-sociaux-et-preservation/","Une maison unifamiliale transformée en 26 logements sociaux","Agent IA Journal Métro","Villeray–Saint-Michel–Parc-Extension","oui"
3208221,"Journal Métro",2026-02-05T12:52:03,2026-02-05T12:54:41,"https://journalmetro.com/actualites/montreal/3208221/stm-trajets-en-bus-moins-longs-et-moins-de-correspondances-eventuellement/","STM – Trajets en bus moins longs et moins de correspondances… éventuellement","Olivier Robichaud","Montréal","non"
3208228,"Journal Métro",2026-02-05T20:22:59,2026-02-05T20:23:02,"https://journalmetro.com/actualites/politique/3208228/contrats-durgence-pour-les-nids-de-poule-a-montreal/","Contrats d’urgence pour les nids-de-poule à Montréal","Olivier Robichaud","Politique","non"
3208201,"Journal Métro",2026-02-05T20:53:24,2026-02-05T20:53:27,"https://journalmetro.com/local/villeray-st-michel-parc-extension/3208201/le-festival-sportif-de-vsp-un-rendez-vous-incontournable-pour-les-jeunes-athlete/","Le Festival sportif, un rendez-vous pour les jeunes athlètes","Agent IA Journal Métro","Villeray–Saint-Michel–Parc-Extension","oui"
3208207,"Journal Métro",2026-02-05T21:03:50,2026-02-05T21:03:53,"https://journalmetro.com/culture/3208207/les-vulnerables-un-conte-theatral-au-theatre-denise-pelletier/","«Les Vulnérables», un conte théâtral au Théâtre Denise-Pelletier","Agent IA Journal Métro","Culture","oui"
400209,"Métro Québec",2026-02-06T10:38:19,2026-02-06T10:38:21,"https://metroquebec.com/actualites/400209/tramcite-quebec-renforce-son-aide-financiere-pour-les-entreprises-impactees/","TramCité: Québec tend son soutien entreprises affectées","Agent IA Métro Québec","Actualités","oui"
3208266,"Journal Métro",2026-02-06T11:16:51,2026-02-06T11:16:53,"https://journalmetro.com/actualites/montreal/3208266/un-troisieme-cas-de-rougeole-a-laeroport-de-montreal-et-a-rimouski/","Un troisième cas de rougeole à l’aéroport de Montréal et à Rimouski","Olivier Robichaud","Montréal","non"
3208258,"Journal Métro",2026-02-06T11:29:08,2026-02-06T11:29:11,"https://journalmetro.com/culture/3208258/cine-quebec-20e-edition-reussie-avec-400-participants/","Ciné Québec: 20e édition réussie avec 400 participants","Agent IA Journal Métro","Culture","oui"
3208261,"Journal Métro",2026-02-06T11:45:23,2026-02-06T11:45:25,"https://journalmetro.com/actualites/politique/3208261/l-avenir-de-la-fonderie-horne-en-abitibi-temiscamingue-le-gouvernement-du-quebec/","Fonderie Horne: le gouvernement tend la main à Glencore","Agent IA Journal Métro","Politique","oui"
3208264,"Journal Métro",2026-02-06T11:56:08,2026-02-06T11:56:10,"https://journalmetro.com/actualites/national/3208264/la-saq-vend-des-produits-americains-pour-soutenir-les-banques-alimentaires-du-qu/","La SAQ pourra écouler l’alcool américain déjà acheté","Agent IA Journal Métro","National","oui"
3208290,"Journal Métro",2026-02-06T18:38:38,2026-02-06T18:38:41,"https://journalmetro.com/culture/3208290/montreal-ma-belle-un-film-emouvant-sur-l-eveil-personnel/","«Montréal, ma belle», un film émouvant sur l’éveil personnel","Agent IA Journal Métro","Culture","oui"
3208293,"Journal Métro",2026-02-06T18:58:36,2026-02-06T18:58:39,"https://journalmetro.com/actualites/3208293/canadian-tire-plaide-coupable-pour-faux-prix-de-reference/","Canadian Tire deva payer 1,3 M$ pour ses faux rabais","Agent IA Journal Métro","Actualités","oui"
3208316,"Journal Métro",2026-02-07T05:00:00,2026-02-06T20:23:59,"https://journalmetro.com/debats/3208316/evincer-un-locataire-en-changeant-la-serrure-cest-criminel/","Évincer un locataire en changeant la serrure, c’est criminel","Olivier Robichaud","Débats","non"
400212,"Métro Québec",2026-02-09T09:33:47,2026-02-09T09:33:49,"https://metroquebec.com/actualites/400212/tramcite-appel-d-offres-pour-des-travaux-majeurs-a-quebec/","TramCité – Québec lance son appel d’offres pour les travaux","Agent IA Métro Québec","Actualités","oui"
3208347,"Journal Métro",2026-02-09T07:07:16,2026-02-09T09:38:52,"https://journalmetro.com/actualites/montreal/3208347/le-rem-au-ralenti-par-manque-de-trains/","Le REM au ralenti, la ligne jaune à l’arrêt pendant l’heure de pointe","Olivier Robichaud","Montréal","non"
3208360,"Journal Métro",2026-02-09T11:43:43,2026-02-09T11:43:46,"https://journalmetro.com/culture/3208360/amour-et-souvenirs-pour-franco-nuovo-decede-dimanche/","Amour et souvenirs pour Franco Nuovo, décédé dimanche","Olivier Robichaud","Culture","non"
3208357,"Journal Métro",2026-02-09T14:14:15,2026-02-09T14:14:17,"https://journalmetro.com/culture/arts-et-spectacles/3208357/le-phoque-off-festival-de-musique-alternative-a-quebec/","Le festival Phoque OFF revient à Québec dès le 13 février","Agent IA Journal Métro","Arts et spectacles","oui"
3208366,"Journal Métro",2026-02-09T14:57:19,2026-02-09T14:57:22,"https://journalmetro.com/actualites/montreal/3208366/nouveau-projet-pilote-pour-prevenir-les-evictions-au-quebec/","Itinérance – Un projet pilote pour prévenir les évictions","Agent IA Journal Métro","Montréal","oui"
3208335,"Journal Métro",2026-02-07T05:15:00,2026-02-09T15:00:00,"https://journalmetro.com/inspiration/sorties/3208335/15-activites-pour-profiter-du-carnaval-de-quebec/","15 activités pour profiter du Carnaval de Québec","Marie-Josée R. Roy - Collaboration spéciale","Sorties","non"
400262,"Métro Québec",2026-02-09T00:22:07,2026-02-09T15:02:07,"https://metroquebec.com/inspiration/400262/15-activites-pour-profiter-du-carnaval-de-quebec/","15 activités pour profiter du Carnaval de Québec","Marie-Josée R. Roy - Collaboration spéciale","Inspiration","non"
400296,"Métro Québec",2026-02-09T16:25:31,2026-02-09T16:33:46,"https://metroquebec.com/actualites/national/400296/le-rtc-salue-l-annonce-du-ministre-julien-sur-l-acquisition-d-autobus-hybrides/","L’électrification des autobus retardée, le RTC salue la mesure","Agent IA Métro Québec","National","oui"
3208416,"Journal Métro",2026-02-10T07:24:17,2026-02-10T07:24:20,"https://journalmetro.com/culture/3208416/montreal-relance-son-statut-de-metropole-culturelle-avec-10-actions-en-100-jours/","L’initiative «Montréal, métropole culturelle» est relancée","Agent IA Journal Métro","Culture","oui"
3208410,"Journal Métro",2026-02-09T16:33:22,2026-02-10T10:11:11,"https://journalmetro.com/actualites/national/3208410/le-rtc-salue-l-annonce-du-ministre-julien-sur-l-acquisition-d-autobus-hybrides/","L’électrification des réseaux d’autobus du Québec retardée","Agent IA Journal Métro","National","oui"
400280,"Métro Québec",2026-02-09T14:21:20,2026-02-10T10:12:27,"https://metroquebec.com/culture/arts-et-spectacles/400280/le-phoque-off-festival-de-musique-alternative-a-quebec/","Le festival Phoque OFF revient à Québec dès le 13 février","Agent IA Métro Québec","Arts et spectacles","oui"
400318,"Métro Québec",2026-02-10T23:17:51,2026-02-10T23:17:52,"https://metroquebec.com/actualites/politique/400318/christine-frechette-appuie-une-clause-grand-pere-pour-le-peq/","Christine Fréchette appuie une clause grand-père pour le PEQ","Agent IA Métro Québec","Politique","non"
3208500,"Journal Métro",2026-02-10T16:53:36,2026-02-10T23:21:18,"https://journalmetro.com/actualites/politique/3208500/christine-frechette-appuie-une-clause-grand-pere-pour-le-peq/","Christine Fréchette appuie une clause grand-père pour le PEQ","Olivier Robichaud","Politique","non"
3208467,"Journal Métro",2026-02-10T11:45:31,2026-02-10T23:36:47,"https://journalmetro.com/actualites/montreal/3208467/lensemble-du-reseau-de-metro-en-panne/","Berri-UQAM: les travaux mettent l’ensemble du métro en panne","Olivier Robichaud","Montréal","non"
3208452,"Journal Métro",2026-02-10T10:53:03,2026-02-11T06:46:49,"https://journalmetro.com/actualites/politique/3208452/montreal-lance-son-audit-des-pistes-cyclables/","Montréal lance son audit des pistes cyclables","Olivier Robichaud","Politique","non"
3208539,"Journal Métro",2026-02-11T11:21:38,2026-02-11T11:21:41,"https://journalmetro.com/culture/ecrans/3208539/etude-le-cinema-quebecois-attirent-encore-malgre-les-freins/","Étude: le cinéma québécois attirent encore, malgré les freins","Agent IA Journal Métro","Écrans","oui"
3208486,"Journal Métro",2026-02-11T12:19:44,2026-02-11T13:03:42,"https://journalmetro.com/inspiration/trouvailles-dici/3208486/la-rue-notre-dame-destination-saint-valentin-a-montreal/","La rue Notre-Dame se dévoile pour la Saint-Valentin","Agent IA Journal Métro","Trouvailles d’ici","oui"
3208441,"Journal Métro",2026-02-11T12:45:33,2026-02-11T13:09:00,"https://journalmetro.com/local/ahuntsic-cartierville/3208441/ahuntsic-cartierville-finance-une-halte-chaleur-pour-l-hiver/","La halte-chaleur du parc Ahuntsic installée tout l’hiver","Agent IA Journal Métro","Ahuntsic-Cartierville","oui"
3208376,"Journal Métro",2026-02-11T14:53:14,2026-02-11T14:54:35,"https://journalmetro.com/local/ouest-de-lile/3208376/semaine-de-relache-2026-a-pointe-claire-une-programmation-familiale-riche-et-ani/","Les activités de la semaine de relâche à Pointe-Claire","Agent IA Journal Métro","Ouest-de-l’Île","oui"
3208389,"Journal Métro",2026-02-08T14:04:55,2026-02-11T14:55:32,"https://journalmetro.com/actualites/national/3208389/le-cpe-le-jardin-de-robi-sollicite-le-maintien-des-services-essentiels/","Loi 14: une première demande d’intervention dans une grève","Agent IA Journal Métro","National","oui"
3208597,"Journal Métro",2026-02-11T15:57:21,2026-02-11T15:57:23,"https://journalmetro.com/actualites/politique/3208597/la-tulipe-aura-acces-a-une-subvention-pour-relancer-ses-activites/","La Tulipe aura accès à une subvention pour relancer ses activités","Olivier Robichaud","Politique","non"
3208586,"Journal Métro",2026-02-11T16:44:08,2026-02-11T16:44:11,"https://journalmetro.com/actualites/politique/3208586/montreal-simplifie-sa-structure-pour-optimiser-les-services-aux-citoyens/","Montréal entame la suppression des 1000 postes de fonctionnaires","Agent IA Journal Métro","Politique","oui"
3208590,"Journal Métro",2026-02-09T17:00:00,2026-02-11T16:47:42,"https://journalmetro.com/inspiration/a-table/3208590/ashton-remporte-la-poutine-week-2026-avec-une-recette-audacieuse/","Ashton remporte la Poutine Week 2026","Agent IA Journal Métro","À table","oui"
3208531,"Journal Métro",2026-02-10T17:00:00,2026-02-11T19:01:24,"https://journalmetro.com/inspiration/a-table/3208531/le-restaurant-cecile-ouvre-ses-portes-a-ahuntsic/","Le restaurant Cécile, une cuisine beauceronne d’antan sur Fleury Ouest","Agent IA Journal Métro","À table","oui"
400346,"Métro Québec",2026-02-11T19:23:29,2026-02-11T19:23:32,"https://metroquebec.com/inspiration/400346/le-belvedere-du-voyage-immobile-elu-toponyme-coup-de-foudre/","Le Belvédère du Voyage-Immobile élu Toponyme coup de foudre","Agent IA Métro Québec","Inspiration","oui"
3208622,"Journal Métro",2026-02-11T05:00:00,2026-02-11T19:39:35,"https://journalmetro.com/actualites/politique/3208622/la-ministre-lebel-reporte-le-nouveau-programme-de-francais/","La ministre LeBel reporte le nouveau programme de français","Agent IA Journal Métro","Politique","oui"
3208625,"Journal Métro",2026-02-11T19:52:07,2026-02-11T19:52:10,"https://journalmetro.com/culture/3208625/pascale-picard-revient-sur-scene-a-montreal-avec-bigger-kids-bigger-problems/","Pascale Picard revient sur scène avec «Bigger Kids, Bigger Problems»","Agent IA Journal Métro","Culture","oui"
400340,"Métro Québec",2026-02-11T20:01:00,2026-02-11T20:01:01,"https://metroquebec.com/inspiration/400340/les-depenses-de-saint-valentin-explosent-au-quebec-en-2025/","Les dépenses de Saint-Valentin explosent au Québec","Agent IA Métro Québec","Inspiration","oui"
400334,"Métro Québec",2026-02-11T20:02:42,2026-02-11T20:03:01,"https://metroquebec.com/inspiration/a-table/400334/ashton-remporte-la-poutine-week-2026-avec-une-recette-audacieuse/","Ashton remporte la Poutine Week 2026","Agent IA Métro Québec","À table","oui"
400328,"Métro Québec",2026-02-11T20:04:04,2026-02-11T20:04:06,"https://metroquebec.com/culture/ecrans/400328/etude-le-cinema-quebecois-attirent-encore-malgre-les-freins/","Étude: le cinéma québécois attirent encore, malgré les freins","Agent IA Métro Québec","Écrans","oui"
400332,"Métro Québec",2026-02-11T20:14:08,2026-02-11T20:14:10,"https://metroquebec.com/actualites/400332/bruno-marchand-devoile-sa-vision-pour-quebec-lors-du-dejeuner-des-chefs-d-entrep/","Bruno Marchand dévoile sa vision pour Québec lors du Déjeuner des chefs d’entreprise","Agent IA Métro Québec","Actualités","oui"
3208546,"Journal Métro",2026-02-11T18:50:06,2026-02-12T10:32:30,"https://journalmetro.com/actualites/3208546/les-depenses-de-saint-valentin-explosent-au-quebec-en-2025/","Les dépenses de Saint-Valentin explosent au Québec","Agent IA Journal Métro","Actualités","oui"
3208679,"Journal Métro",2026-02-12T12:23:47,2026-02-12T12:29:20,"https://journalmetro.com/societe/mobilite/3208679/liris-met-en-garde-contre-le-prive-dans-les-transports-en-commun/","L’IRIS met en garde contre le privé dans les transports en commun","Agent IA Journal Métro","Mobilité","oui"
3208674,"Journal Métro",2026-02-12T13:13:31,2026-02-12T13:13:34,"https://journalmetro.com/culture/arts-et-spectacles/3208674/boulevard-perusse-la-distribution-theatrale-devoilee/","«Boulevard Pérusse»: Ève Landry, Martin Héroux et Preach en vedette","Agent IA Journal Métro","Arts et spectacles","oui"
3208677,"Journal Métro",2026-02-12T13:30:45,2026-02-12T13:30:48,"https://journalmetro.com/actualites/politique/3208677/montreal-lance-un-laboratoire-d-innovation-urbaine-au-centre-ville-2/","Le centre-ville de Montréal deviendra un laboratoire pour l’IA","Agent IA Journal Métro","Politique","oui"
3208710,"Journal Métro",2026-02-12T15:22:34,2026-02-12T16:27:23,"https://journalmetro.com/culture/arts-et-spectacles/3208710/raphael-butler-la-revelation-de-la-comedie-musicale-evangeline/","Raphaël Butler, la révélation de la comédie musicale «Évangéline»","Marie-Josée R. Roy - Collaboration spéciale","Arts et spectacles","non"
400399,"Métro Québec",2026-02-12T16:34:55,2026-02-12T16:34:57,"https://metroquebec.com/culture/arts-et-spectacles/400399/raphael-butler-la-revelation-de-la-comedie-musicale-evangeline/","Raphaël Butler, la révélation de la comédie musicale «Évangéline»","Marie-Josée R. Roy - Collaboration spéciale","Arts et spectacles","non"
3208707,"Journal Métro",2026-02-13T17:00:00,2026-02-16T11:49:01,"https://journalmetro.com/local/outremont/3208707/marionnettes-en-vitrines-un-parcours-artistique-a-outremont/","«Marionnettes en vitrines!», un parcours artistique à Outremont","Agent IA Journal Métro","Outremont","oui"
400444,"Métro Québec",2026-02-16T12:30:55,2026-02-16T12:30:58,"https://metroquebec.com/actualites/politique/400444/quebec-devoile-son-plan-ambitieux-pour-la-gestion-des-matieres-residuelles/","Gestion des matières résiduelles: Québec dévoile son plan 2025-2032","Agent IA Métro Québec","Politique","oui"
400441,"Métro Québec",2026-02-16T13:27:28,2026-02-16T13:27:31,"https://metroquebec.com/actualites/400441/le-rtc-devoile-son-plan-de-developpement-2025-2028-avec-des-seances-d-informatio/","RTC – Nouveau parcours d’autobus à haute fréquence cet été","Agent IA Métro Québec","Actualités","oui"
3208851,"Journal Métro",2026-02-16T14:09:11,2026-02-16T14:11:55,"https://journalmetro.com/actualites/national/3208851/la-cour-supreme-se-penchera-sur-la-carte-electorale/","La Cour suprême se penchera sur la carte électorale","Olivier Robichaud","National","non"
400363,"Métro Québec",2026-02-12T17:00:00,2026-02-16T16:27:46,"https://metroquebec.com/actualites/national/400363/liris-met-en-garde-contre-le-prive-dans-les-transports-en-commun/","L’IRIS met en garde contre le privé dans les transports en commun","Agent IA Métro Québec","National","oui"
400474,"Métro Québec",2026-02-16T17:52:27,2026-02-16T17:52:28,"https://metroquebec.com/actualites/400474/tragedie-de-tumbler-ridge-les-drapeaux-en-berne-a-quebec/","Tragédie de Tumbler Ridge: les drapeaux en berne à Québec","Sara Comadina","Actualités","non"
3208880,"Journal Métro",2026-02-17T05:00:00,2026-02-16T21:44:02,"https://journalmetro.com/local/mercier-hochelaga-maisonneuve/3208880/encore-plus-de-commerces-au-faubourg-contrecoeur/","Encore plus de commerces au Faubourg Contrecoeur?","Olivier Robichaud","Mercier-Hochelaga-Maisonneuve","non"
3208877,"Journal Métro",2026-02-17T05:00:00,2026-02-16T22:27:14,"https://journalmetro.com/culture/arts-et-spectacles/3208877/pier-luc-funk-annonce-sa-derniere-saison-a-la-lni/","Pier-Luc Funk annonce sa dernière saison à la LNI","Agent IA Journal Métro","Arts et spectacles","oui"
3208864,"Journal Métro",2026-02-17T05:02:00,2026-02-16T22:43:12,"https://journalmetro.com/culture/arts-et-spectacles/3208864/julie-le-breton-incarne-passion-simple-au-theatre-de-4-sous/","Julie Le Breton seule sur scène pour «Passion simple» au Théâtre de 4’Sous","Agent IA Journal Métro","Arts et spectacles","oui"
400498,"Métro Québec",2026-02-17T12:05:50,2026-02-17T12:05:52,"https://metroquebec.com/actualites/politique/400498/christine-frechette-propose-un-3e-lien-dans-lest-eventuellement/","Christine Fréchette propose un 3e lien dans l’est… éventuellement","Olivier Robichaud","Politique","non"
3208934,"Journal Métro",2026-02-17T12:10:44,2026-02-17T12:10:46,"https://journalmetro.com/actualites/politique/3208934/christine-frechette-propose-un-3e-lien-dans-lest-eventuellement/","Québec: Christine Fréchette propose un 3e lien dans l’est… éventuellement","Olivier Robichaud","Politique","non"
400502,"Métro Québec",2026-02-17T16:20:57,2026-02-17T16:20:59,"https://metroquebec.com/local/la-cite-limoilou/400502/mesures-de-circulation-pour-un-vieux-quebec-accessible-pendant-les-travaux/","Travaux dans le Vieux-Québec: fermeture de la rue De Buade","Agent IA Métro Québec","La Cité–Limoilou","oui"
3208905,"Journal Métro",2026-02-17T16:51:00,2026-02-17T16:51:03,"https://journalmetro.com/actualites/politique/3208905/montreal-renforce-sa-lutte-contre-l-itinerance-avec-le-giti/","Montréal crée son Groupe d’intervention tactique en itinérance","Agent IA Journal Métro","Politique","oui"
3208914,"Journal Métro",2026-02-17T17:06:51,2026-02-17T17:06:54,"https://journalmetro.com/culture/3208914/villeray-saint-michel-parc-extension-une-semaine-de-relache-gratuite-et-diversif/","Villeray-Saint-Michel-Parc-Extension : Une semaine de relâche gratuite et diversifiée","Agent IA Journal Métro","Culture","oui"
3208917,"Journal Métro",2026-02-17T17:18:17,2026-02-17T17:18:20,"https://journalmetro.com/local/mercier-hochelaga-maisonneuve/3208917/espace-pour-la-vie-une-relache-scolaire-riche-en-decouvertes/","Espace pour la vie: une relâche scolaire riche en découvertes","Agent IA Journal Métro","Mercier-Hochelaga-Maisonneuve","oui"
400534,"Métro Québec",2026-02-17T17:30:49,2026-02-17T17:30:51,"https://metroquebec.com/actualites/400534/3e-lien-bruno-marchand-ouvert-au-plan-de-christine-frechette/","3e lien: Bruno Marchand ouvert au plan de Christine Fréchette","Sara Comadina","Actualités","non"
3208964,"Journal Métro",2026-02-18T13:10:59,2026-02-18T13:14:09,"https://journalmetro.com/culture/3208964/glissant-glissant-une-comedie-noire-qui-defie-la-realite/","«Glissant glissant», une comédie noire absurde au Théâtre d’aujourd’hui","Agent IA Journal Métro","Culture","oui"
3208961,"Journal Métro",2026-02-18T13:35:58,2026-02-18T13:36:01,"https://journalmetro.com/culture/ecrans/3208961/la-serie-quebecoise-la-dump-conquiert-la-republique-tcheque/","La série LA DUMP sera adaptée en République Tchèque","Agent IA Journal Métro","Écrans","oui"
400557,"Métro Québec",2026-02-18T13:59:33,2026-02-18T13:59:34,"https://metroquebec.com/actualites/400557/partenariat-strategique-pour-le-transfert-de-5-000-entreprises-a-quebec/","À Québec, 5000 entreprises changeront de mains d’ici 2028","Agent IA Métro Québec","Actualités","oui"
3208953,"Journal Métro",2026-02-18T14:46:22,2026-02-18T14:46:24,"https://journalmetro.com/culture/3208953/anesthesia-et-l-orchestre-filmharmonique-rendent-hommage-a-metallica/","L’hommage à Metallica symphonique revient à la Place des Arts","Agent IA Journal Métro","Culture","oui"
3208982,"Journal Métro",2026-02-18T15:06:16,2026-02-18T15:06:18,"https://journalmetro.com/local/3208982/fondaction-et-le-parc-olympique-a-la-tete-d-estim-2026/","Stéphane Morency et Joëlle Brodeur coprésidents des prix ESTim 2026","Agent IA Journal Métro","Local","oui"
3209007,"Journal Métro",2026-02-18T16:44:56,2026-02-18T16:44:59,"https://journalmetro.com/culture/arts-et-spectacles/3209007/francois-perusse-met-losm-dans-sa-poche-de-veston/","François Pérusse met l’OSM dans sa poche de veston","Marie-Josée R. Roy - Collaboration spéciale","Arts et spectacles","non"
3209030,"Journal Métro",2026-02-19T12:11:17,2026-02-19T12:19:54,"https://journalmetro.com/actualites/national/3209030/le-marche-de-l-emploi-quebecois-en-2025-un-rapport-de-force-en-mutation/","Emploi: vers un rapport de force qui penche vers l’employé?","Agent IA Journal Métro","National","oui"
3209021,"Journal Métro",2026-02-19T13:01:22,2026-02-19T13:01:26,"https://journalmetro.com/actualites/3209021/le-rem-en-service-toute-la-nuit-pour-la-nuit-blanche-2026/","Le REM en service toute la nuit pour la Nuit blanche 2026","Agent IA Journal Métro","Actualités","oui"
3209024,"Journal Métro",2026-02-18T17:00:00,2026-02-19T13:18:14,"https://journalmetro.com/actualites/politique/3209024/montreal-lance-une-table-des-partenaires-pour-renforcer-son-rayonnement-internat/","Montréal lance une Table des partenaires pour son rayonnement","Agent IA Journal Métro","Politique","oui"
3209016,"Journal Métro",2026-02-18T17:00:00,2026-02-19T13:33:47,"https://journalmetro.com/actualites/national/3209016/philippe-schnobb-candidat-du-pq-dans-ste-marie-st-jacques/","Philippe Schnobb, candidat du PQ dans Ste-Marie-St-Jacques","Agent IA Journal Métro","National","oui"
400598,"Métro Québec",2026-02-19T17:01:32,2026-02-19T17:01:33,"https://metroquebec.com/actualites/400598/camps-de-jour-de-quebec-accessibilite-et-capacite-renforcees/","Camps de jour de Québec : une hausse de 20% à prévoir cet été","Agent IA Métro Québec","Actualités","oui"
400589,"Métro Québec",2026-02-19T17:33:14,2026-02-19T17:33:16,"https://metroquebec.com/actualites/400589/coupures-dans-le-programme-la-culture-a-l-ecole-une-menace-pour-la-vitalite-cult/","Coupures dans La culture à l’école : une menace pour la vitalité culturelle","Agent IA Métro Québec","Actualités","oui"
3209087,"Journal Métro",2026-02-20T07:16:17,2026-02-20T07:16:20,"https://journalmetro.com/debats/3209087/100-jours-de-soraya-martinez-ferrada-la-table-est-mise/","100 jours de Soraya Martinez Ferrada: la table est mise","Olivier Robichaud","Débats","non"
3209084,"Journal Métro",2026-02-20T09:13:41,2026-02-20T09:13:44,"https://journalmetro.com/actualites/3209084/montreal-lance-un-fonds-de-10m-pour-lutter-contre-l-itinerance/","Un don pour lutter contre l’itinérance? Montréal égalera la somme","Agent IA Journal Métro","Actualités","oui"
3209078,"Journal Métro",2026-02-20T09:24:19,2026-02-20T09:24:24,"https://journalmetro.com/actualites/montreal/3209078/stm-poursuite-projet-bellechasse/","La STM dépose une poursuite pour le projet Bellechasse","Agent IA Journal Métro","Montréal","oui"
3209100,"Journal Métro",2026-02-20T10:50:27,2026-02-20T13:45:24,"https://journalmetro.com/actualites/3209100/itinerance-la-tolerance-est-de-mise-a-montreal-et-longueuil/","Itinérance: la tolérance est de mise à Montréal et Longueuil","Olivier Robichaud","Actualités","non"
3209167,"Journal Métro",2026-02-22T13:19:21,2026-02-22T13:19:25,"https://journalmetro.com/actualites/national/3209167/3e-lien-les-gens-de-quebec-ny-croient-plus/","3e lien: «Les gens de Québec n’y croient plus»","Sara Comadina - Collaboration spéciale","National","non"
400650,"Métro Québec",2026-02-22T13:11:42,2026-02-23T08:47:00,"https://metroquebec.com/actualites/400650/3e-lien-les-gens-de-quebec-ny-croient-plus/","3e lien: «Les gens de Québec n’y croient plus»","Sara Comadina","Actualités","non"
400677,"Métro Québec",2026-02-23T18:41:33,2026-02-23T18:41:34,"https://metroquebec.com/actualites/400677/la-ville-de-quebec-optimise-la-gestion-de-ses-patinoires-exterieures/","À Sainte-Foy: deux patinoires extérieures fermeront l’an prochain","Agent IA Métro Québec","Actualités","oui"
3209218,"Journal Métro",2026-02-23T19:27:10,2026-02-23T19:27:13,"https://journalmetro.com/actualites/montreal/3209218/le-tunnelier-de-la-ligne-bleue-est-pret-a-forer/","Le tunnelier de la ligne bleue est prêt à forer","Olivier Robichaud","Montréal","non"
